ID	R05D01	R05D02	R05D03	R05D04	R05D05	R05D06	R05D07	R05T00	R05T01	R05T02	R05T03	R05T04
R05D06_VL46-0475-05292019|NODE_17_length_2928_cov_4382.204316_374_2_1|TTV_Clade3	0.5719488086567475	0.0	0.0	0.0	0.0	0.03156625196297488	0.0	0.0	0.0	2.436683391249236e-07	0.0	0.0
R05D06_VL46-0475-05292019|NODE_18_length_2926_cov_195.617207_267_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0011781521814178077	0.0	0.0	0.0	0.0028034042416322466	1.4863288954525173e-07	0.0
R05D06_VL46-0475-05292019|NODE_19_length_2914_cov_86.052816_328_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.00046420958769080703	0.0	0.0	0.0	0.00022295653029930513	0.0016092482951064406	0.005754678420715406
R05D06_VL46-0475-05292019|NODE_1_length_8422_cov_559.667742_271_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0030575154699803786	0.0	0.0	0.0	0.0	0.0	5.0540200172333794e-05
R05D06_VL46-0475-05292019|NODE_20_length_2911_cov_9544.038515_656_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.06060089678632795	0.0	0.0	0.0	0.0	0.0	0.0
R05D06_VL46-0475-05292019|NODE_21_length_2874_cov_615.417879_529_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0036916414362879687	0.0	0.0	0.0	0.0	0.0	0.0
R05D06_VL46-0475-05292019|NODE_22_length_2854_cov_402.382637_334_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0022314378598175186	0.0	0.0	0.0	9.649266229346977e-05	0.00038793184171310703	0.0
R05D06_VL46-0475-05292019|NODE_23_length_2849_cov_307.713672_184_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0019185370934309937	0.0	0.0	0.0	0.0020984717365438426	0.00035107088510588457	0.0
R05D06_VL46-0475-05292019|NODE_24_length_2846_cov_260.977069_635_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0016942670605592746	0.0	0.0	0.0	7.797386851997556e-06	0.0	0.0
R05D06_VL46-0475-05292019|NODE_25_length_2834_cov_6.994602_374_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	4.01531499901331e-05	0.0	0.0	0.0	0.015054804664494282	0.0015752113634005778	0.0
R05D06_VL46-0475-05292019|NODE_26_length_2803_cov_57.723071_318_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.00033101865113817044	0.0	0.0	0.0	0.0003213985393057743	0.0009398057605946267	0.0
R05D06_VL46-0475-05292019|NODE_27_length_2797_cov_259.733771_314_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0016785975386119055	0.0	0.0	0.0	8.845160710234729e-05	0.00149093651502842	0.0
R05D06_VL46-0475-05292019|NODE_29_length_2790_cov_141.363437_313_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0002409188999407986	0.0	0.0	0.0	0.0	0.0005023791666629509	0.00038554163628731135
R05D06_VL46-0475-05292019|NODE_2_length_5904_cov_48.283467_571_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0002619748200575757	0.0	3.251455490825786e-06	5.582029882838775e-07	0.00025244039933342087	0.0	6.269194229027197e-05
R05D06_VL46-0475-05292019|NODE_30_length_2739_cov_77.002981_423_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0004857551803684394	0.0	0.0	0.0	0.018210065987822918	0.009088752562802598	0.0
R05D06_VL46-0475-05292019|NODE_31_length_2641_cov_37.344161_247_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0002193733072631662	0.0	0.0	0.0	0.0002482980375682972	0.0	2.4303484235876363e-05
R05D06_VL46-0475-05292019|NODE_33_length_2530_cov_15783.251313_270_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.1119073186950618	0.0	9.754366472477358e-06	2.7351946425909996e-05	0.0010348594362635506	0.048605184374640495	0.030649179205055124
R05D06_VL46-0475-05292019|NODE_34_length_2522_cov_1061.274828_313_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.00610964454179135	0.0	0.0	0.0	0.0	2.9726577909050347e-06	0.0
R05D06_VL46-0475-05292019|NODE_35_length_2510_cov_2232.182077_262_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.015070162732882149	0.0	0.0	0.0	0.00373299895539383	0.0	0.0
R05D06_VL46-0475-05292019|NODE_36_length_2510_cov_171.608961_221_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.000985710865001682	0.0	0.0	0.0	0.0002071180882561851	0.0	0.0
R05D06_VL46-0475-05292019|NODE_38_length_2490_cov_3978.129774_253_4_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.026523114258726332	0.0	0.0	0.0	0.0	0.0	0.0
R05D06_VL46-0475-05292019|NODE_39_length_2480_cov_9174.545567_205_4_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.062470956296234274	0.0	0.0	0.0	1.949346712999389e-06	2.080860453633524e-06	0.001409602085680829
R05D06_VL46-0475-05292019|NODE_3_length_3883_cov_22290.872780_895_4_1|TTV_Clade5	0.0	0.0	0.0	0.0	0.003949084618871618	0.20080247539272963	0.0	0.0	0.0	0.010561073154352441	0.0	0.0
R05D06_VL46-0475-05292019|NODE_4_length_3520_cov_2575.470418_356_2_1|TTV_Clade5	0.0	0.0	0.0	0.0	0.0	0.012139962128724143	0.0	0.0	0.02660953645149244	0.0035015140332251525	0.008204981401566532	0.026224288018382273
R05D06_VL46-0475-05292019|NODE_6_length_3181_cov_171.622841_498_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0010616101119342507	0.0	0.0	0.0	0.0015397402349303926	0.0	1.104703828903471e-06
R05D06_VL46-0475-05292019|NODE_7_length_3166_cov_733.141434_365_2_1|TTV_Clade5	0.0	0.0	0.0	0.0	0.0	0.005466704469388364	0.0	0.0	0.0	0.02514900928108337	0.10890792578938184	0.007901394136232077
R05D06_VL46-0475-05292019|NODE_8_length_3155_cov_2097.380000_624_3_1|TTV_Clade9	0.0	0.0	0.0	0.0	0.0	0.0073681030231894235	0.0	0.0	0.0	0.014938574866731693	0.0	0.03478574269238417
R05D06_VL46-0475-05292019|NODE_9_length_3133_cov_45.125081_560_2_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.00032367356272534117	0.0	0.0	0.0	0.0012911985290229703	0.00786758474229881	0.0
R05T00_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_1_length_3892_cov_8239.804535_693_6_1|TTV_Clade6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09180856173259844	0.0	0.0026942408257042806	0.012576571948871474	0.0
R05T00_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_7_length_3327_cov_3171.653423_374_2_1|TTV_Clade5	0.0	0.0	0.0	0.027571801566579634	0.0	0.0	0.0	0.029491165795431425	0.0	2.924020069499084e-06	0.00013599909393390534	0.05262229071385961
R05T00_VL46-0475-05292019|NODE_10_length_2978_cov_841.692439_569_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006787181090278055	0.00010940778570363999	4.43476377207361e-05	0.0	0.0003554384569496918
R05T00_VL46-0475-05292019|NODE_11_length_2913_cov_4720.944367_269_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033197360561331275	0.0	0.0	0.0	0.0
R05T00_VL46-0475-05292019|NODE_1_length_3845_cov_24046.239578_910_4_1|TTV_Clade8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23249439588421475	0.0	0.0	0.0	0.0
R05T00_VL46-0475-05292019|NODE_3_length_3619_cov_15497.134119_625_4_1|TTV_Clade7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12301928298903517	0.20538297469721675	1.3158090312745877e-05	0.0	0.0
R05T00_VL46-0475-05292019|NODE_4_length_3475_cov_13442.662281_458_2_1|TTV_Clade6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08375238401361523	0.0	0.002166698871498821	0.008802782883317534	0.0
R05T00_VL46-0475-05292019|NODE_6_length_3287_cov_7087.760829_665_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061454831244815086	0.11667837962603748	0.006558820684225569	0.005310207244783208	0.19209915821568238
R05T00_VL46-0475-05292019|NODE_7_length_3286_cov_16251.329619_428_5_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15427273766049415	0.0	0.0	0.0	0.0
R05T00_VL46-0475-05292019|NODE_8_length_3170_cov_15900.631461_660_3_1|TTV_Clade1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14563872985142706	0.0	0.0006155062246295571	1.1890631163620139e-05	0.0
R05T00_VL46-0475-05292019|NODE_9_length_3006_cov_4775.167062_360_6_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03668431432842116	0.0	1.559477370399511e-05	3.5820526380405666e-05	0.0049880139634563975
R05T01_VL46-0475-05292019|NODE_1_length_3800_cov_17042.019493_869_5_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10175761374920944	0.0	0.0	0.01728612933872429
R05T01_VL46-0475-05292019|NODE_2_length_3703_cov_24930.216557_1049_2_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1862935489038847	0.0	0.0	0.0
R05T01_VL46-0475-05292019|NODE_7_length_3100_cov_7.668637_593_2_1|TTV_Clade1	0.0	0.0	0.0	0.0	0.0	1.4690176825658451e-06	0.0	0.0	4.353983308614244e-05	0.0	0.0	0.0
R05T01_VL46-0475-05292019|NODE_8_length_2987_cov_5652.391883_352_1_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037046257723436095	0.00288771348696947	0.0	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_13_length_3096_cov_8695.341335_428_5_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026754833753080755	0.0	0.0652266030269943	0.05794913960879229	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_34_length_2901_cov_10618.303584_343_4_1|TTV_Clade5	0.0	0.0	0.0	0.00020887728459530026	0.0	1.2241814021382043e-05	0.0	0.0	0.0	0.07730085656731253	0.020615976311484596	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_43_length_2880_cov_49.939823_522_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033650597633151956	0.00044545276996711946	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_51_length_2812_cov_15.635836_309_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010429004914546732	0.0011553234504352416	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_58_length_2646_cov_4778.377460_373_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0254484776698679	0.006398051363364906	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_6_length_3494_cov_3144.532713_644_2_1|TTV_Clade5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012464610219596344	0.0	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_73_length_2535_cov_3112.726210_240_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020338996266757375	0.0	0.0
R05T02_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_9_length_3285_cov_111.246749_628_4_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000727593660627022	0.0011355552761257233	0.013044342811692186
R05T02_VL46-0475-05292019|NODE_13_length_3028_cov_206.877565_363_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046272617599823	6.941155941763256e-05	0.0
R05T02_VL46-0475-05292019|NODE_14_length_3019_cov_34.960864_442_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.723326540672266e-05	0.0014038376417549025	0.0
R05T02_VL46-0475-05292019|NODE_15_length_3009_cov_15.872715_721_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.898693425998778e-05	0.00010998833826348628	0.00018862817878526766
R05T02_VL46-0475-05292019|NODE_16_length_3007_cov_2054.831640_352_4_1|TTV_Clade5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005480831951936907	0.0	0.0
R05T02_VL46-0475-05292019|NODE_18_length_3000_cov_2350.945331_368_2_1|TTV_Clade7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007086849975109279	0.0	0.0
R05T02_VL46-0475-05292019|NODE_20_length_2996_cov_532.216933_334_4_1|TTV_Clade7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001314347021239838	0.0	0.0
R05T02_VL46-0475-05292019|NODE_21_length_2994_cov_26.308268_273_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.505944654635461e-05	0.0	0.0
R05T02_VL46-0475-05292019|NODE_24_length_2966_cov_289.978701_286_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007112678819056521	0.0018848136723233371	0.005746945493913082
R05T02_VL46-0475-05292019|NODE_26_length_2950_cov_9.465285_549_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7778190660241295e-05	0.0	0.0
R05T02_VL46-0475-05292019|NODE_27_length_2945_cov_389.922491_405_6_1|TLMV	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009020601914404673	0.00022339523298651334	0.0006749740394600208
R05T02_VL46-0475-05292019|NODE_29_length_2922_cov_101.019881_319_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	9.793451217105634e-07	0.0	0.0	0.0	0.0002195451735515562	0.00018802060527474344	0.0
R05T02_VL46-0475-05292019|NODE_32_length_2912_cov_319.771089_323_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008087352175556215	0.0016563649210922854	0.0
R05T02_VL46-0475-05292019|NODE_33_length_2906_cov_159.862504_758_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003672081870612599	0.0	0.0
R05T02_VL46-0475-05292019|NODE_34_length_2901_cov_15297.118060_603_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03651638096960018	1.2336529832255894e-05	0.0
R05T02_VL46-0475-05292019|NODE_35_length_2898_cov_1620.137179_308_2_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004285638748529157	0.0	0.0
R05T02_VL46-0475-05292019|NODE_37_length_2897_cov_1027.356791_350_5_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010869151212189057	0.0	0.002648918514627045	0.0031602324975111423	0.09692671394799054
R05T02_VL46-0475-05292019|NODE_38_length_2896_cov_1020.416403_366_3_1|TTV_Clade5	0.0	0.0	0.0	0.0	0.0	0.2670532141862058	0.0	0.0	0.0	0.0027015508758780286	0.012537630131810619	0.0
R05T02_VL46-0475-05292019|NODE_40_length_2895_cov_27.195423_278_2_1|TLMV	0.0021849963583394027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.627778824197923e-05	0.000609394847135532	0.0
R05T02_VL46-0475-05292019|NODE_41_length_2893_cov_368.442918_309_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0008613675788066051	0.016641384212155018	0.0
R05T02_VL46-0475-05292019|NODE_42_length_2892_cov_338.671484_227_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007882670770691279	0.0	0.0
R05T02_VL46-0475-05292019|NODE_44_length_2868_cov_6271.207252_534_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017348211072338065	0.0	0.0
R05T02_VL46-0475-05292019|NODE_45_length_2868_cov_35.490224_287_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.578085346785125e-05	0.0	0.004226320673427454
R05T02_VL46-0475-05292019|NODE_47_length_2859_cov_399.936163_479_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009410471257004551	0.00013168874013709303	0.00043635801241687105
R05T02_VL46-0475-05292019|NODE_48_length_2837_cov_210.943206_261_6_1|TTV_Clade5	0.004127215343529983	0.0	0.0	0.0	0.0	2.4483628042764083e-06	0.0	0.0	0.0	0.0005051244670059667	0.0	3.5902874439362806e-06
R05T02_VL46-0475-05292019|NODE_50_length_2812_cov_271.728328_502_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004924537133714706	0.0	0.0
R05T02_VL46-0475-05292019|NODE_54_length_2784_cov_10.094540_503_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.217381886036805e-05	7.104652120263033e-05	0.0
R05T02_VL46-0475-05292019|NODE_56_length_2763_cov_153.453102_476_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033138894120989616	1.6795516518613445e-05	0.0
R05T02_VL46-0475-05292019|NODE_60_length_2692_cov_5307.440652_250_4_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010860297874797847	0.0	0.0
R05T02_VL46-0475-05292019|NODE_62_length_2640_cov_7.143520_321_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	1.2731486582237324e-05	0.0	0.0	0.0	1.4863768686620342e-05	0.0001973844773160943	1.9056141048584876e-05
R05T02_VL46-0475-05292019|NODE_63_length_2639_cov_13005.850232_356_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03219126795013279	2.9726577909050346e-07	0.0
R05T02_VL46-0475-05292019|NODE_65_length_2617_cov_6516.624902_370_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00875914578652363	0.1195458789599146	2.7617595722586777e-07
R05T02_VL46-0475-05292019|NODE_69_length_2571_cov_1828.150636_316_4_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004805383315882619	0.02847776437109114	0.0
R05T02_VL46-0475-05292019|NODE_6_length_3545_cov_5211.231805_362_5_1|TTV_Clade1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012551599816663941	1.5309187623160927e-05	0.0
R05T02_VL46-0475-05292019|NODE_70_length_2559_cov_240.428514_276_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005448424062833293	0.014664864046982262	0.045704911513223305
R05T02_VL46-0475-05292019|NODE_71_length_2546_cov_574.697712_278_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013409068702044547	0.0	0.0
R05T02_VL46-0475-05292019|NODE_72_length_2539_cov_13.408615_239_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0214874051490533e-05	0.0007123974395903916	0.0
R05T02_VL46-0475-05292019|NODE_73_length_2537_cov_44954.129331_275_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13928204098550198	0.009976536812056387	1.104703828903471e-06
R05T02_VL46-0475-05292019|NODE_74_length_2534_cov_2925.830980_252_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007645094140044479	0.03999517834906315	0.0
R05T02_VL46-0475-05292019|NODE_75_length_2523_cov_1900.250810_240_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	4.896725608552817e-07	0.0	0.0	0.0	0.004850218290281605	0.06929042361265318	0.03869087072755794
R05T02_VL46-0475-05292019|NODE_77_length_2511_cov_7179.553746_257_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020399182346521234	0.0	0.0
R05T02_VL46-0475-05292019|NODE_78_length_2510_cov_3415.823218_249_6_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009016703220978674	0.0	0.0
R05T02_VL46-0475-05292019|NODE_80_length_2504_cov_314.420171_247_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007392897409050183	0.059961480300345454	0.0
R05T02_VL46-0475-05292019|NODE_81_length_2503_cov_43.797794_30_3_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.289872830930818e-07	0.0	0.00010039135571946854	2.9726577909050346e-07	0.10110442765294625
R05T02_VL46-0475-05292019|NODE_82_length_2501_cov_3481.598528_216_6_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008895600056433587	0.07632031338947495	2.7617595722586777e-07
R05T02_VL46-0475-05292019|NODE_84_length_2498_cov_10522.316414_245_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030280420834715136	2.9726577909050346e-07	0.0
R05T02_VL46-0475-05292019|NODE_85_length_2491_cov_1386.556240_255_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338162921037569	0.0	0.0
R05T02_VL46-0475-05292019|NODE_86_length_2483_cov_62.327430_255_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014400798842282986	0.0	0.0009099997790592342
R05T02_VL46-0475-05292019|NODE_87_length_2475_cov_191.404132_222_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004298309502163653	0.028062186811922615	0.021585084288902146
R05T02_VL46-0475-05292019|NODE_88_length_2475_cov_92.364876_278_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	4.896725608552817e-07	0.0	0.0	0.0	0.00020078271143893708	0.021452482213845273	0.0
R05T02_VL46-0475-05292019|NODE_9_length_3247_cov_3569.708647_616_1_1|TTV_Clade6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077140522800168325	0.0	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_10_length_3678_cov_1397.827215_838_4_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006549062379142882	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_24_length_2951_cov_36.777624_512_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013822858727708412	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_28_length_2916_cov_509.608179_534_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019259849827273719	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_38_length_2843_cov_18895.802367_263_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0004681269681776493	0.0	0.0	0.0	0.0016060180231723716	0.04218454081206471	1.3808797861293387e-06
