H7N3|A/turkey/Italy/9742/2002|2002,-0.12927130560495734,-0.2546482071538964
H7N3|A/turkey/Italy/1010/2003|2003,-0.12962685521755293,-0.25210098010961124
H7N3|A/turkey/Italy/9737/2002|2002,-0.132186645787719,-0.2536043577039707
H7N3|A/turkey/Italy/8000/2002|2002,-0.12861753531950557,-0.25470960892436345
H7N3|A/mallard/Italy/43/01|2001,-0.12891652200160553,-0.2549870495356547
H7N1|A/Tern/Belgium/9745/2008|04/2008,-0.1312825126804762,-0.26080252699905426
H7N1|A/turkey/Italy/1067/99|02/04/1999,-0.13273062163041072,-0.26031873667180805
H7N1|A/turkey/Italy/4073/99|1999,-0.1299399127773746,-0.2572962715532733
H7N1|A/turkey/Italy/12rs206_14/1999|04/21/1999,-0.13201645736940457,-0.259247932027648
H7N1|A/chicken/Italy/4575/99|1999,-0.12829065602185996,-0.25778268502355156
H7N1|A/duck/Mongolia/47/2001|2001,-0.12989644511310808,-0.254996591969135
H7N1|A/turkey/Italy/12rs206_11/1999|04/12/1999,-0.13338552101974951,-0.25924154648892217
H7N1|A/turkey/Italy/12rs206_1/1999|03/15/1999,-0.13133374414581003,-0.2572943955347595
H7N1|A/duck/Hokkaido/119/2003|10/17/2003,-0.12969970395016447,-0.2565715768059896
H7N1|A/turkey/Italy/12rs206_12/1999|04/09/1999,-0.13125365306249523,-0.25843502731988405
H7N1|A/turkey/Italy/977/1999|1999,-0.12997984678354088,-0.2577409513060407
H7N1|A/chicken/Italy/1067/99|1999,-0.1333813654691294,-0.25956872896588384
H7N1|A/turkey/Italy/12rs206_6/1999|04/10/1999,-0.13317374073045732,-0.2613338880591894
H7N7|A/environment/Korea/W156/2006|12/26/2006,-0.1261714604245165,-0.2546758312354457
H7N7|A/environment/Korea/W178/2007|01/17/2007,-0.12452193839598362,-0.25279300351417966
H7N3|A/wild_duck/Jiangxi/10179/2005|2005,-0.12907850798353845,-0.2543738879033165
H7N3|A/aquatic_bird/Korea/MA_44/2011|2011,-0.12608415011165572,-0.25061187657835127
H7N7|A/environment/Korea/W133/2006|12/12/2006,-0.12323568738387708,-0.25278871647763296
H7N7|A/environment/Korea/W148/2006|12/19/2006,-0.12281290862598565,-0.2503311619618155
H7N7|A/duck/Shiga/B149/2007|2007,-0.1253481977469442,-0.2546985957308974
H7N7|A/duck/Jiangxi/1717/2003|2003,-0.13101382159880048,-0.2568150908095186
H7N7|A/duck/Jiangxi/1786/03|2003,-0.12760251431043682,-0.252327542106464
H7N1|A/bewicks_swan/Netherlands/7/2008|12/24/2008,-0.12464732608899379,-0.2568413940648334
H7N1|A/Tadorna_tadorna/Belgium/3441_P3/2009|03/25/2009,-0.1239043810719206,-0.25613381617151326
H7N1|A/mallard_duck/Netherlands/61/2008|10/15/2008,-0.12381899597524935,-0.2552903172430509
H7N7|A/mallard/Sweden/5994/2005|12/06/2005,-0.12270933202764191,-0.25158255157341775
H7N3|A/duck/Shimane/137/2006|2006,-0.12476548164756686,-0.2532017757245664
H7N1|A/duck/Denmark/53_147_8/2008|04/25/2008,-0.12386283633008474,-0.24887146745001199
H7N1|A/turkey/Italy/12rs206_18/1999|03/19/1999,-0.1349160694342645,-0.2622883130540295
H7N1|A/turkey/Italy/1555/1999|04/20/1999,-0.13396114352350702,-0.26215613725986814
H7N1|A/turkey/Italy/2716/1999|08/02/1999,-0.13525034993890794,-0.261344697525653
H7N1|A/turkey/Italy/12rs206_10/1999|04/12/1999,-0.13266175672198796,-0.25529621598109753
H7N3|A/wild_bird_feces/Shihwa/21/2006|01/2006,-0.13043465303046578,-0.2580399607009655
H7N1|A/chicken/Italy/1081/1999|04/02/1999,-0.1358645651038148,-0.2617801856063456
H7N1|A/turkey/Italy/1744/1999|04/26/1999,-0.13521991215937113,-0.2605388573748134
H7N1|A/turkey/Italy/1083/1999|04/02/1999,-0.13385141230272,-0.25863940405877767
H7N7|A/Anas_platyrhynchos/Belgium/23852cls33/2012|09/12/2012,-0.12086026293925452,-0.2542890671113639
H7N7|A/cloacal_swab_ECE1/Belgium/23852/2012|11/16/2012,-0.12221331356761926,-0.2565703199020811
H7N3|A/teal/Finland/9201/2010|2010,-0.12772271455052917,-0.2581822869900281
H7N7|A/swan/Czech_Republic/5416/2011|04/06/2011,-0.1269365914330439,-0.25626799265068045
H7N7|A/cloacal_swab_ECE1/Belgium/25576/2012|12/17/2012,-0.12444080183530405,-0.25450047498800327
mixed|A/mallard_duck/Netherlands/11/2015|06/05/2015,-0.1256637644417122,-0.2533422779846229
mixed|A/Mallard/Netherlands/16/2011|09/14/2011,-0.12829288979721531,-0.25411008772411486
H7N7|A/mallard_duck/Netherlands/3/2015|01/24/2015,-0.1362158132750646,-0.2587416402893463
H7N3|A/mallard/Ukraine/AN_23_15_02/2011|02/15/2011,-0.12115032094634542,-0.25593561885477867
H7N7|A/mallard/Nizhnegorsk/3_06_10/2010|10/06/2010,-0.12041868113222655,-0.2545812885775035
H7N7|A/mallard/Novomyhalivka/10_23_12/2010|12/23/2010,-0.11883700553857238,-0.2540752707472324
H7N7|A/mallard_duck/Netherlands/1/2013|01/26/2013,-0.12549944506007168,-0.25297105961400224
H7N7|A/mallard/Sweden/105/2002|2002,-0.13108008545980418,-0.2562532119345959
H7N1|A/chicken/Italy/1391/1999|04/16/1999,-0.1317670619449576,-0.26051545259747455
H7N1|A/turkey/Italy/2715/1999|07/12/1999,-0.13205656540687585,-0.2610878789472625
H7N1|A/duck/Mongolia/867/2002|2002,-0.12871770910601382,-0.2584727941856042
H7N8|A/wild_duck/Jiangxi/9157/2005|2005,-0.12863518612667685,-0.2563883384049666
H7N4|A/environment/Korea/W267/2007|12/29/2007,-0.1253779890107565,-0.25024899090689906
H7N3|A/aquatic_bird/Korea/w44/2005|11/15/2005,-0.12547895305596224,-0.25021623387052777
H7N4|A/environment/Korea/W266/2007|12/29/2007,-0.12523501231202036,-0.2511290713778569
H7N1|A/turkey/Italy/4301/1999|11/22/1999,-0.12349923090688855,-0.2572381619049524
H7N1|A/turkey/Italy/3675/1999|10/08/1999,-0.12321359358346463,-0.25712323979137297
H7N1|A/turkey/Italy/3489/1999|09/23/1999,-0.1269733226310083,-0.25668896725827184
H7N1|A/turkey/Italy/3488/1999|09/23/1999,-0.12933088149477215,-0.2591141043671841
H7N1|A/turkey/Italy/4295/1999|11/22/1999,-0.12685737573159037,-0.2596292974753328
H7N1|A/wild_duck/South_Korea/KNU2018_113/2018|12/27/2018,-0.12474244288544138,-0.2526699700442448
H7N3|A/teal/Egypt/MB_D_698OP/2016|03/17/2016,-0.1325670564061049,-0.25262212110702803
H7N7|A/mallard/Tottori/31C/2019|01/13/2019,-0.1325732760210724,-0.25307318619109115
H7N9|A/duck/Bangladesh/26992/2015|12/10/2015,-0.13440068334039346,-0.251811051246195
H7N9|A/duck/Bangladesh/27042/2015|12/10/2015,-0.13592212543931392,-0.25197784296162795
H7N7|A/northern_pintail/Miyagi/674/2008|2008,-0.13341123316143116,-0.25207024447843696
H7N7|A/duck/Tsukuba/922/2008|2008,-0.13408788157266446,-0.25111244339957556
H7N7|A/northern_pintail/Akita/1369/2008|2008,-0.13262672987496935,-0.25354526646490627
H7N1|A/turkey/Italy/2379/2000|2000,-0.13312775826138484,-0.2594948267459819
H7N1|A/mallard_duck/Netherlands/48/2011|12/27/2011,-0.12883417519623405,-0.2599164117743162
H7N1|A/mallard/Netherlands/43/2011|12/24/2011,-0.12933908084246806,-0.2614554953585404
H7N7|A/mallard/Netherlands/2/2009|01/09/2009,-0.12146923563621813,-0.26077828405629855
H7N7|A/mallard/Netherlands/6/2009|02/02/2009,-0.1199867860591183,-0.24055831283499432
H7N7|A/mallard/Netherlands/82/2008|12/17/2008,-0.11723601542979456,-0.2578121006309445
H7N7|A/mallard/Italy/299/05|2005,-0.12500567479774877,-0.2545721948245858
H7N2|A/duck/Wenzhou/775/2013|2013,-0.12060360289408982,-0.2572978611237749
H7N7|A/duck/Wenzhou/47/2013|2013,-0.1193777553351937,-0.2598321532004484
H7N9|A/duck/Shanghai/SD015/2015|01/17/2015,-0.11815339979305728,-0.2583222967126627
H7N7|A/goose/Guangdong/7472/2012|2012,-0.12099506669881566,-0.2594604422192909
H7N7|A/environment/Fujian/S3307/2012|10/19/2012,-0.12330325764558193,-0.26161755894266137
H7N9|A/duck/Shanghai/SD016/2015|01/17/2015,-0.1185321864822179,-0.25858876662657876
H7N3|A/duck/Jiangxi/29344/2013|11/17/2013,-0.11598619224178698,-0.2633329166146923
H7N3|A/duck/Jiangxi/5467/2014|01/19/2014,-0.11628482921955913,-0.26079071518614577
H7N3|A/duck/Jiangxi/20161/2013|08/25/2013,-0.11389210192865697,-0.26530616682340347
mixed|A/duck/Jiangxi/17175/2013|07/13/2013,-0.1160009682224854,-0.26295115802131913
H7N7|A/environment/Zhejiang/S4051/2013|12/19/2013,-0.11563237529366203,-0.26552461548713413
H7N3|A/duck/Jiangxi/20189/2013|08/25/2013,-0.11416138239193979,-0.26643936599154383
mixed|A/duck/Jiangxi/32180/2013|12/08/2013,-0.11276228392960308,-0.26533038797518027
H7N3|A/duck/Zhejiang/12/2011|06/2011,-0.12166353544847865,-0.2606075429206369
H7N7|A/duck/Zhejiang/S4235/2011|11/19/2011,-0.11746580615841153,-0.25679549064558865
H7N7|A/duck/Zhejiang/S3158/2012|10/19/2012,-0.11519257483270323,-0.260602405924611
mixed|A/duck/Jiangxi/23995/2013|10/20/2013,-0.11351846306977807,-0.2670075743362941
mixed|A/duck/Jiangxi/29297/2013|11/17/2013,-0.11415264870091468,-0.2658196040463339
mixed|A/duck/Jiangxi/26180/2013|11/22/2013,-0.11201216466015808,-0.25936042034338247
H7N3|A/duck/Jiangxi/5465/2014|01/19/2014,-0.11371210892241213,-0.261276892784088
H7N3|A/duck/Jiangxi/22215/2013|09/22/2013,-0.11381558645984574,-0.2623526325766749
H7N3|A/duck/Jiangxi/21694/2013|09/15/2013,-0.11332658121585486,-0.2619467866619013
H7N3|A/duck/Jiangxi/26175/2013|11/22/2013,-0.11192277158027612,-0.26189369072357266
H7N6|A/duck/Jiangxi/5453/2014|01/19/2014,-0.1141502300211823,-0.2632467989999306
mixed|A/duck/Jiangxi/34854/2013|12/23/2013,-0.11455940765231977,-0.2637963568561328
mixed|A/duck/Jiangxi/5416/2014|01/19/2014,-0.11336608370382677,-0.2667489451650374
mixed|A/duck/Jiangxi/5437/2014|01/19/2014,-0.11112282716708197,-0.2650926938047977
H7N3|A/duck/Shaoxing/5516/2013|10/29/2013,-0.11427100983370966,-0.25953446264893826
H7N9|A/duck/Zhejiang/S4489/2014|11/27/2014,-0.11363571059767948,-0.2702868748355515
H7N7|A/wild_bird_feces/Korea/ESD07/2005|2005,-0.13189528171104578,-0.2568849369625078
H7N1|A/mallard/Italy/250/02|2002,-0.13526057396773636,-0.2611384790706943
H7N7|A/mallard_duck/Netherlands/18/2015|06/27/2015,-0.12373667021254549,-0.24571029958476057
H7N3|A/mallard_duck/Netherlands/23/2013|04/09/2013,-0.12505878491985478,-0.24762431817861086
H7N7|A/mallard/Netherlands/18/2015|06/27/2015,-0.12272092983104403,-0.23867113007707835
H7N7|A/mallard/Netherlands/14/2015|06/27/2015,-0.127084084262393,-0.25311765506252254
H7N1|A/mallard/Netherlands/61/2008|10/15/2008,-0.12121008103439422,-0.25637675461398235
H7N3|A/mallard/Netherlands/2/2010|07/08/2010,-0.11381200171026674,-0.2562749004846299
H7N3|A/mallard/Netherlands/3/2010|07/08/2010,-0.12638196773964133,-0.258885233732265
H7N3|A/mallard/Netherlands/4/2010|07/08/2010,-0.11818106144796865,-0.2402991851961257
H7N7|A/mallard/Sweden/65/2003|09/18/2003,-0.12608131571487677,-0.2549878359798648
mixed|A/yellow_legged_gull/Republic_of_Georgia/1/2012|09/13/2012,-0.11989346606415562,-0.250220975836481
H7N3|A/chicken/Italy/4616/2003|2003,-0.135861206365098,-0.2551238093010164
H7N3|A/turkey/Italy/2987/2003|2003,-0.1324973188398191,-0.25122173608946397
H7N3|A/turkey/Italy/2962/2003|06/04/2003,-0.13240361128456582,-0.25139765854458523
H7N1|A/mallard/Germany/NVP41/2004|2004,-0.1286513238450172,-0.25253359918865065
H7N7|A/mallard/Sweden/1682/2002|12/15/2002,-0.13536283716014078,-0.2524599933945563
H7N3|A/turkey/Italy/121964/03|2003,-0.12290122346816788,-0.23941449626947867
H7N2|A/turkey/Israel/Ramon/79|1979,-0.12293471214786272,-0.24734460436496972
H7N1|A/African_starling/England_Q/983/1979|1979,-0.12624287705033826,-0.2457443760141975
H7N2|A/psittacine/Italy/1/91|1991,-0.12600731670161774,-0.24850389184859453
H7N7|A/duck/Heinersdorf/S495/6/86|1986,-0.11905778968754407,-0.24766008982400053
H7N1|A/blue_&_white_flycatcher/California/14875_1/1994|02/1994,-0.12738522094019042,-0.25188421534442335
H7N1|A/softbill/California/13907_21/1994|02/22/1994,-0.12633253358122723,-0.25183479437871703
H7N8|A/magpie_robin/California/28710_14/1993|04/19/1993,-0.12579694289710908,-0.2500855940302205
H7N1|A/conure/England/766/94|1994,-0.1291052336022012,-0.25528312177597967
H7N1|A/common_iora_/Singapore/F89/95|1995,-0.12058023268010991,-0.2526567926306308
H7N1|A/Pekin_robin/California/30412/1994|1994,-0.13153429225263735,-0.2513942708416537
H7N3|A/chicken/Chakwal/NARC_35/2001|05/2001,-0.1365270616948567,-0.2522053716506456
H7N1|A/duck/Taiwan|NA,-0.13709839768447074,-0.2513622206947266
H7N7|A/mallard/Netherlands/9/2005|2005,-0.12298426516209436,-0.2537158912599406
H7N7|A/swan/Slovenia/53/2009|01/20/2009,-0.11578203777342842,-0.2558882596740232
H7N3|A/Guinea_fowl/Italy/266184/02|2002,-0.1366769424547809,-0.25934359770291504
H7N3|A/turkey/Italy/3829/2004|2004,-0.13469298257177842,-0.26516416570731555
H7N3|A/turkey/Italy/3807/2004|2004,-0.13363022596475135,-0.26277216685396104
H7N3|A/turkey/Italy/4479/2004|2004,-0.13367575350483352,-0.2660974513948814
H7N7|A/duck/Fujian/5728/2008|2008,-0.13615918610838926,-0.2541109222572493
H7N4|A/duck/Cambodia/C50W8M1/2018|02/24/2018,-0.12929624768550435,-0.24555530739379672
H7N4|A/Jiangsu/1/2018|01/06/2018,-0.13441207139628425,-0.2476461078306552
H7N5|A/duck/Cambodia/C70W14M/2018|04/05/2018,-0.13026921153883766,-0.2415327629396144
H7N4|A/duck/Cambodia/12T_24_1_D7/2018|03/22/2018,-0.12971438618961187,-0.24065565551994184
H7N7|A/wild_duck/South_Korea/KNU18_110/2018|12/20/2018,-0.13544676219727847,-0.2548411132711395
H7N7|A/wild_duck/South_Korea/KNU18_109/2018|12/20/2018,-0.12262295777639885,-0.24864381137357405
H7N7|A/wild_duck/South_Korea/KNU18_104/2018|12/10/2018,-0.12723649225620523,-0.24857713574789253
H7N7|A/environment/Korea/W478/2014|12/30/2014,-0.12497434263125035,-0.24614389556337452
H7N4|A/duck/Thailand/CU_10534C/2011|01/18/2011,-0.12102283765433325,-0.2483799826545598
H7N4|A/duck/Thailand/CU_10531T/2011|01/18/2011,-0.12029429977690521,-0.2469513162117633
H7N1|A/duck/Tochigi/090206/2013|2013,-0.12517540866262783,-0.2495631403756556
H7N9|A/wild_duck/Korea/SH19_50/2010|01/2010,-0.12620389064510992,-0.24883446924540062
H7N4|A/duck/Thailand/CU_9754C/2010|12/22/2010,-0.12508785009666165,-0.2504974734951265
H7N1|A/grey_duck/Iwate/0303001/2012|03/03/2012,-0.12621374620601003,-0.25027222516268316
H7N9|A/wild_duck/Korea/SH19_27/2010|12/2010,-0.12804229891533503,-0.25071441066409755
H7N9|A/wild_duck/Korea/CSM42_34/2011|03/2011,-0.1323852581391957,-0.25046360914859445
H7N9|A/wild_duck/Korea/CSM42_1/2011|03/2011,-0.1365845862858162,-0.25466917996370086
H7N7|A/duck/Fukui/160104/2012|2012,-0.12740418365327338,-0.24912166316041603
H7N7|A/duck/Fukui/160103/2012|2012,-0.12736659420128202,-0.24944386138726818
H7N7|A/duck/Fukui/160101/2012|2012,-0.13370993946676604,-0.2535630985466931
H7N2|A/duck/Hokkaido/W20/2013|10/02/2013,-0.1278150375500662,-0.2482426704736346
H7N2|A/duck/Hokkaido/W19/2013|10/02/2013,-0.12524606849420067,-0.24673084085083957
H7N1|A/duck/Gunma/11_610_118/2012|2012,-0.12414342777009386,-0.2449331459179076
H7N1|A/duck/Aichi/231108/2012|2012,-0.13225536990472747,-0.2544981738478048
H7N7|A/duck/Tochigi/090209/2012|2012,-0.1348839843250648,-0.25348111103873544
H7N1|A/duck/Chiba/25_51_15/2013|2013,-0.12933248407283388,-0.25218983399169925
H7N7|A/duck/Hokkaido/W62/2011|10/13/2011,-0.12357981230092992,-0.24815132634984766
H7N1|A/duck/Bangladesh/24706/2015|02/22/2015,-0.12848929227615555,-0.24850357924010935
H7N1|A/duck/Bangladesh/24694/2015|02/22/2015,-0.1268243761036403,-0.2444852274194448
H7N1|A/duck/Bangladesh/24692/2015|02/22/2015,-0.12367950741765187,-0.24483393268700557
H7N7|A/wild_goose/Dongting/PC0360/2012|03/14/2012,-0.11875668975729148,-0.2463620720586806
H7N7|A/chicken/Cambodia/Z437W28M3/2015|06/09/2015,-0.13160020600960498,-0.24310000519540895
H7N1|A/sacred_ibis/South_Africa/120701/2012|07/01/2012,-0.1182426977200847,-0.24832209656310306
H7N1|A/ostrich/South_Africa/KVL/2012|05/01/2012,-0.11862468288272379,-0.24775659950870751
H7N3|A/tufted_duck/PT/13771/2006|03/22/2006,-0.12235157861924258,-0.25386981930914443
H7N3|A/mallard/Ukraine/AN_4_10_10/2014|10/10/2014,-0.13708462199253396,-0.25777646394273523
H7N1|A/aquatic_bird/South_Korea/sw001/2015|11/27/2015,-0.14212484104337605,-0.2615494747623999
H7N1|A/turkey/Italy/4482/1999|1999,-0.13562620978775697,-0.26075872242660186
H7N1|A/turkey/Italy/4644/1999|12/16/1999,-0.13291648796289868,-0.2606673834886623
H7N1|A/turkey/Italy/3560/1999|09/27/1999,-0.13549506221911473,-0.2634887615660819
H7N1|A/turkey/Italy/4426/2000|08/14/2000,-0.13331928886991784,-0.26155566980618034
H7N1|A/turkey/Italy/5302/2000|09/28/2000,-0.13206533061478018,-0.2607443571394031
H7N1|A/turkey/Italy/4430/2000|08/14/2000,-0.13031386742182877,-0.26029838843415526
H7N1|A/turkey/Italy/5011/2000|09/13/2000,-0.13447836940784466,-0.2647945951964483
H7N1|A/turkey/Italy/4455/2000|08/17/2000,-0.12240059638772098,-0.26007803599884016
H7N1|A/turkey/Italy/32/2001|01/05/2001,-0.11405081213151273,-0.2588559361532096
H7N1|A/turkey/Italy/7001/2000|12/27/2000,-0.10816718958369032,-0.2633910576633608
H7N1|A/turkey/Italy/138/2001|01/09/2001,-0.11084543969375939,-0.2602611683048502
H7N1|A/chicken/Italy/322/2001|01/16/2001,-0.1105100897241437,-0.25755288076634403
H7N1|A/turkey/Italy/1351/2001|02/15/2001,-0.1182996316319243,-0.25801870387346626
H7N2|A/wild_bird_feces/Nakdonggang/2_14/2004|01/2004,-0.12958508192433058,-0.2574135520619644
H7N1|A/turkey/Italy/604/2000|01/13/2000,-0.13542291927374908,-0.2631303509131155
H7N8|A/garganey/Crimea/2027/2008|08/30/2008,-0.12374306404801401,-0.25868141143489415
H7N1|A/chicken/Italy/4911/1999|12/27/1999,-0.1424300891937555,-0.26558354049413463
H7N1|A/turkey/Italy/140/2000|01/07/2000,-0.14343760818123047,-0.26865842533179185
H7N1|A/quail/Italy/396/2000|01/19/2000,-0.13973763929665547,-0.26345820057092584
H7N1|A/guinea_fowl/Italy/1847/2000|03/06/2000,-0.14468244661375196,-0.26776205260557756
H7N1|A/chicken/Italy/2335/2000|03/31/2000,-0.14186890573950206,-0.26656119701282016
H7N1|A/quail/Italy/1764/2000|02/16/2000,-0.14501678602790405,-0.265940943535215
H7N1|A/chicken/Italy/4845/1999|12/24/1999,-0.14436150542506393,-0.26551765598334925
H7N1|A/turkey/Italy/4708/1999|12/21/1999,-0.139591818420643,-0.2634219402453075
H7N1|A/chicken/Italy/13489/99|1999,-0.1418307353399276,-0.26408639428958675
H7N1|A/ostrich/Italy/1086/2000|02/04/2000,-0.14496871241457635,-0.2662618418948525
H7N1|A/chicken/Italy/1651/2000|02/22/2000,-0.14171936148129147,-0.26870561348028144
H7N1|A/guineafowl/Italy/918/2000|01/26/2000,-0.14185921232056567,-0.2666279539342963
H7N1|A/chicken/Italy/5086/1999|12/31/1999,-0.14245816795958538,-0.26779339379926015
H7N1|A/turkey/Italy/720/2000|01/24/2000,-0.14225517854890193,-0.2672191601946478
H7N1|A/turkey/Italy/5033/1999|12/31/1999,-0.143367362233201,-0.26947756369035275
H7N1|A/chicken/Italy/662/2000|01/20/2000,-0.14424032859615626,-0.2697498566673597
H7N1|A/chicken/Italy/18/2000|01/03/2000,-0.14393006533272107,-0.27164717561290774
H7N1|A/chicken/Italy/522/2000|01/20/2000,-0.14744180311686284,-0.2745602913962291
H7N1|A/chicken/Italy/914/2000|01/26/2000,-0.14616156911456563,-0.2721703242187065
H7N1|A/turkey/Italy/148/2000|01/07/2000,-0.14550216269330196,-0.2721781019366222
H7N1|A/turkey/Italy/503/2000|01/20/2000,-0.14667528388287507,-0.2768231520403248
H7N1|A/turkey/Italy/1713/2000|02/01/2000,-0.14845123752562317,-0.282711622101354
H7N1|A/chicken/Italy/1782/2000|02/24/2000,-0.14907182606273786,-0.2781375731490932
H7N1|A/chicken/Italy/1592/2000|03/01/2000,-0.14467119091708097,-0.2722306719712153
H7N1|A/ostrich/Italy/2332/00|2000,-0.11082039445169575,-0.27439985359449737
H7N1|A/chicken/Italy/5079/1999|12/30/1999,-0.14302098684742767,-0.26639935740032666
H7N1|A/turkey/Italy/195/2000|01/11/2000,-0.14404446095052165,-0.2710102051514074
H7N1|A/turkey/Italy/1009/2000|02/07/2000,-0.1445591374692905,-0.26953093877813433
H7N1|A/turkey/Italy/16/2000|01/04/2000,-0.1486274595920455,-0.27976869842583196
H7N6|A/duck/Thailand/CU_LM7306C/2010|11/03/2010,-0.1312879218821476,-0.2499326955389613
H7N6|A/duck/Thailand/CU_LM7289C/2010|11/03/2010,-0.12468191169589607,-0.2484594600177724
H7N8|A/mallard/Korea/GJ63/2007|11/2007,-0.13395698531565978,-0.2597756298639751
H7N7|A/environment/Korea/MA_109/2016|2016,-0.13755050064343777,-0.2595348571085992
H7N7|A/Netherlands/219/2003|2003,-0.13402780836878098,-0.2500371418226536
H7N7|A/chicken/Netherlands/03010132/03|2003,-0.13352441291169806,-0.2505476168699992
H7N3|A/turkey/England/1963|1963,-0.13978463867242172,-0.2466650508571377
H7N7|A/England/AV877/1996|1996,-0.12948123355439492,-0.24665156455963275
H7N7|A/turkey/Ireland/PV74/1995|1995,-0.11978236700674172,-0.24824860369387267
H7N7|A/mallard/Sweden/885/2002|11/16/2002,-0.14000495215623107,-0.2459088974450183
H7N7|A/goose/Leipzig/137/8/1979|1979,-0.10929368602207591,-0.2529811044888809
H7N7|A/chicken/Leipzig/79|1979,-0.10836874247591782,-0.2537386648185221
H7N7|A/goose/Leipzig/192/7/1979|1979,-0.11044557781029492,-0.25266956873944946
H7N7|A/turkey/England/647/1977|1977,-0.11807051972028756,-0.24380231628878068
H7N3|A/turkey/England/192_328/79|1979,-0.1175826308504763,-0.24570325486584196
H7N7|A/duck/Korea/A76/10|05/2010,-0.11506070871646218,-0.253988603186386
H7N7|A/mallard/Korea/GH171/2007|12/2007,-0.11651838898867191,-0.25146862577437556
H7N1|A/quail/Thailand/CU_J2882/2009|12/2009,-0.13862357708296602,-0.26713932855467054
H7N6|A/duck/Korea/A117/10|11/2010,-0.1347080939191099,-0.25770467471997793
H7N6|A/duck/Mongolia/720/2007|2007,-0.11775327749251277,-0.2484221164973061
H7N7|A/duck/Hokkaido/59/2007|08/26/2007,-0.120398235271732,-0.25002994439383097
H7N1|A/ostrich/Zimbabwe/222_DF1/1996|1996,-0.1415945527441495,-0.2527976801913223
H7N1|A/ostrich/Zimbabwe/222/96|1996,-0.14269028338561227,-0.25286112957325557
H7N1|A/ostrich/South_Africa/1991|1991,-0.14080899678384964,-0.2531172418316179
H7N1|A/ostrich/Zimbabwe/222_P9/1996|1996,-0.14313103959611714,-0.2530835711703575
H7N1|A/ostrich/South_Africa/1069/91|1991,-0.1355800243838124,-0.2507875671842313
H7N7|A/ostrich/South_Africa/M320/96|1996,-0.1365552739824919,-0.2528272054852128
H7N3|A/chicken/England/4266/2006|04/29/2006,-0.13667799722122917,-0.25579026629502416
H7N1|A/duck/Hongkong/301/72|1972,-0.11422221179756085,-0.2527628629227295
